GFA,Class
B22C5Ni73,CRA
B22C8Ni70,CRA
B22Fe76Si2,CRA
B22Ni75.5Si2.5,CRA
B24C4Ni72,CRA
B24Fe73Si3,CRA
B24Fe74Si2,CRA
B24Ni64Si12,CRA
B25Mo60Si15,CRA
B25Mo70Si5,CRA
B25Ni72.5Si2.5,CRA
B26C2Ni72,CRA
B26C4Ni70,CRA
B28C20Co52,CRA
B28Ni60Si12,CRA
B28Ni64Si8,CRA
B28Ni69Si3,CRA
B2Co82Zr16,CRA
B2Cr12Fe86,CRA
B2Cr14Fe84,CRA
B2Cr16Fe82,CRA
B2Cr20Fe78,CRA
B2Fe73Ni25,CRA
B2Fe78Mo20,CRA
B2Fe78Ni20,CRA
B2Fe80Mo18,CRA
B2Fe83Mo15,CRA
B2Fe83Ni15,CRA
B2Fe86Mo12,CRA
B2Fe88Mo10,CRA
B2Fe88Ni10,CRA
B2Fe90Mo8,CRA
B2Fe93Mo5,CRA
B30Mo60Si10,CRA
B30Ni66Si4,CRA
B32C20Co48,CRA
B36C12Co52,CRA
B36C16Co48,CRA
B36C8Co56,CRA
B3Fe82Zr15,CRA
B3Fe83P14,CRA
B3Fe85Nb12,CRA
B3Fe92Nb5,CRA
B40C2Co58,CRA
B40C4Ni56,CRA
B40C6Ni54,CRA
B41C6Ni53,CRA
B42.5C2.5Ni55,CRA
B44C2.5Ni53.5,CRA
B46C4Ni50,CRA
B46C8Ni46,CRA
B4Cr12Fe84,CRA
B4Cr14Fe82,CRA
B4Cr15Fe81,CRA
B4Cr16Fe80,CRA
B4Cr20Fe76,CRA
B4Cr5Fe91,CRA
B4Cu10Fe86,CRA
B4Cu1Fe95,CRA
B4Cu5Fe91,CRA
B4Fe71Ni25,CRA
B4Fe76Mo20,CRA
B4Fe76Ni20,CRA
B4Fe78Mo18,CRA
B4Fe81Mo15,CRA
B4Fe81Ni15,CRA
B4Fe84Mo12,CRA
B4Fe84P12,CRA
B4Fe86Mo10,CRA
B4Fe86Ni10,CRA
B4Fe86V10,CRA
B4Fe88Mo8,CRA
B4Fe91Mn5,CRA
B4Fe91Mo5,CRA
B4Fe91Ni5,CRA
B4Fe91V5,CRA
B4Fe93Mn3,CRA
B4Fe93Ni3,CRA
B4Fe95Mn1,CRA
B4Fe95Ni1,CRA
B50C4Ni46,CRA
B50C8Ni42,CRA
B58C4Ni38,CRA
B5C15Ni80,CRA
B5C20Ni75,CRA
B5C5Ni90,CRA
B5Co75Si20,CRA
B5Fe80Nb15,CRA
B5Fe81Nd14,CRA
B5Fe83Nb12,CRA
B5Fe84P11,CRA
B5Fe90Zr5,CRA
B5Mo70Si25,CRA
B5Mo75Si20,CRA
B5Mo80Si15,CRA
B5Mo85Si10,CRA
B5Mo90Si5,CRA
B6Co84Nb10,CRA
B6Cr12Fe82,CRA
B6Cr14Fe80,CRA
B6Cr15Fe79,CRA
B6Cr16Fe78,CRA
B6Cr18Fe76,CRA
B6Cr20Fe74,CRA
B6Cr22Fe72,CRA
B6Cr24Fe70,CRA
B6Cr26Fe68,CRA
B6Cr5Fe89,CRA
B6Cu10Fe84,CRA
B6Cu15Fe79,CRA
B6Cu1Fe93,CRA
B6Cu3Fe91,CRA
B6Cu5Fe89,CRA
B6Fe69Ni25,CRA
B6Fe74Mo20,CRA
B6Fe74Ni20,CRA
B6Fe76Mo18,CRA
B6Fe78Nd16,CRA
B6Fe79Mn15,CRA
B6Fe79Mo15,CRA
B6Fe79Nb15,CRA
B6Fe79Ni15,CRA
B6Fe81.5Si12.5,CRA
B6Fe82Mo12,CRA
B6Fe83Si11,CRA
B6Fe84Mn10,CRA
B6Fe84Mo10,CRA
B6Fe84Ni10,CRA
B6Fe84P10,CRA
B6Fe84V10,CRA
B6Fe86Mo8,CRA
B6Fe89Mn5,CRA
B6Fe89Mo5,CRA
B6Fe89Nb5,CRA
B6Fe89Ni5,CRA
B6Fe89V5,CRA
B6Fe91Mn3,CRA
B6Fe93Mn1,CRA
B6Fe93Ni1,CRA
B6Ni76Si18,CRA
B7.5Cu15Zr77.5,CRA
B7.5Fe74.5Si18,CRA
B7.5Fe82.5Si10,CRA
B7.5Ni76.5Si16,CRA
B7Fe84P9,CRA
B7Fe85Mo8,CRA
B7Fe88Zr5,CRA
B81.5Fe12.5Si6,CRA
B8C12Co80,CRA
B8C4Co88,CRA
B8C8Co84,CRA
B8Cr12Fe80,CRA
B8Cr14Fe78,CRA
B8Cr15Fe77,CRA
B8Cr16Fe76,CRA
B8Cr18Fe74,CRA
B8Cr20Fe72,CRA
B8Cr22Fe70,CRA
B8Cr24Fe68,CRA
B8Cr26Fe66,CRA
B8Cr5Fe87,CRA
B8Cu10Fe82,CRA
B8Cu15Fe77,CRA
B8Cu1Fe91,CRA
B8Cu3Fe89,CRA
B8Cu5Fe87,CRA
B8Fe20Mn72,CRA
B8Fe67Ni25,CRA
B8Fe72Mo20,CRA
B8Fe72Ni20,CRA
B8Fe74Mo18,CRA
B8Fe77Mn15,CRA
B8Fe77Mo15,CRA
B8Fe77Ni15,CRA
B8Fe80Mo12,CRA
B8Fe82Mn10,CRA
B8Fe82Mo10,CRA
B8Fe82Ni10,CRA
B8Fe82V10,CRA
B8Fe87Mn5,CRA
B8Fe87Mo5,CRA
B8Fe87Nb5,CRA
B8Fe87Ni5,CRA
B8Fe87V5,CRA
B8Fe89Mn3,CRA
B8Fe89Ni3,CRA
B8Fe90Zr2,CRA
B8Fe91Mn1,CRA
B8Fe91Ni1,CRA
B8Ni80Si12,CRA
B9Fe80Si11,CRA
B9Fe83Mo8,CRA
B9Fe83Si8,CRA
Be10Si15Ti75,CRA
Be15Si10Ti75,CRA
Be15Si15Ti70,CRA
Be20Nb10Zr70,CRA
Be20Nb15Zr65,CRA
Be20Nb20Zr60,CRA
Be20Si15Ti65,CRA
Be20Si5Ti75,CRA
Be25Nb10Zr65,CRA
Be25Nb15Zr60,CRA
Be25Si10Ti65,CRA
Be25Si15Ti60,CRA
Be30Si10Ti60,CRA
Be30Si15Ti55,CRA
Be35Si10Ti55,CRA
Be35Si15Ti50,CRA
Be40Si10Ti50,CRA
Be40Si5Ti55,CRA
Be45Si5Ti50,CRA
C10Co70W20,CRA
C10Co75Si15,CRA
C10Co75W15,CRA
C10Co80W10,CRA
C10Co82.5W7.5,CRA
C10Co85Si5,CRA
C10Co87.5W2.5,CRA
C10Cr15Fe75,CRA
C10Fe74W16,CRA
C10Fe78W12,CRA
C10Fe82.5P7.5,CRA
C10Fe82W8,CRA
C10Fe86W4,CRA
C10Mo24Ni66,CRA
C10Mo32Ni58,CRA
C10Ni65Si25,CRA
C10Ni67.5Si22.5,CRA
C10Ni70Si20,CRA
C10Ni75Si15,CRA
C10Ni80Si10,CRA
C10Ni85Si5,CRA
C12.5Co67.5W20,CRA
C12.5Co70W17.5,CRA
C12.5Co75W12.5,CRA
C12.5Co77.5W10,CRA
C12.5Co80W7.5,CRA
C12.5Co85W2.5,CRA
C12Co68W20,CRA
C12Co74W14,CRA
C12Mo12Ni76,CRA
C12Mo16Ni72,CRA
C12Mo28Ni60,CRA
C13Cr40Fe47,CRA
C14Co40Cr46,CRA
C14Co46Mo40,CRA
C14Co50Mo36,CRA
C14Co62Mo24,CRA
C14Co66W20,CRA
C14Co70Mo16,CRA
C14Co74Mo12,CRA
C14Co76Mo10,CRA
C14Co76W10,CRA
C14Cr28Fe58,CRA
C14Cr40Fe46,CRA
C14Fe66W20,CRA
C14Fe70W16,CRA
C14Fe74W12,CRA
C14Fe78W8,CRA
C14Fe82W4,CRA
C14Mo28Ni58,CRA
C15Co65W20,CRA
C15Co67.5W17.5,CRA
C15Co75Si10,CRA
C15Co75W10,CRA
C15Co77.5W7.5,CRA
C15Co80Si5,CRA
C15Co80W5,CRA
C15Cr10Fe75,CRA
C15Fe80P5,CRA
C15Ni70Si15,CRA
C15Ni75Si10,CRA
C15Ni80Si5,CRA
C16Co44Cr40,CRA
C16Co48Cr36,CRA
C16Co52Cr32,CRA
C16Co56Cr28,CRA
C16Co60Cr24,CRA
C16Co64W20,CRA
C16Co68W16,CRA
C16Co74Mo10,CRA
C16Co74W10,CRA
C16Fe80W4,CRA
C16Mo16Ni68,CRA
C17.5Co65W17.5,CRA
C17.5Fe77.5P5,CRA
C17Fe73W10,CRA
C18Co42Mo40,CRA
C18Co58W24,CRA
C18Co60Cr22,CRA
C18Co62W20,CRA
C18Co66W16,CRA
C18Co68W14,CRA
C18Co72W10,CRA
C18Co74.5W7.5,CRA
C18Co74Mo8,CRA
C18Co77W5,CRA
C18Fe62W20,CRA
C18Fe66W16,CRA
C18Fe68W14,CRA
C18Fe70W12,CRA
C18Fe74W8,CRA
C18Fe78W4,CRA
C18Mo12Ni70,CRA
C18Mo16Ni66,CRA
C18Mo20Ni62,CRA
C18Mo24Ni58,CRA
C18Mo28Ni54,CRA
C2.5Co95W2.5,CRA
C2.5Fe85P12.5,CRA
C20Co56Cr24,CRA
C20Co60W20,CRA
C20Co65W15,CRA
C20Co68W12,CRA
C20Co70Si10,CRA
C20Co70W10,CRA
C20Co75Si5,CRA
C20Co75W5,CRA
C20Cr22Fe58,CRA
C20Fe64W16,CRA
C20Fe70W10,CRA
C20Fe72W8,CRA
C20Fe76W4,CRA
C20Ni70Si10,CRA
C20Ni75Si5,CRA
C22Co48Cr30,CRA
C22Co52Cr26,CRA
C22Fe62W16,CRA
C22Fe70W8,CRA
C22Fe74W4,CRA
C3Si12Zr85,CRA
C5Co70Si25,CRA
C5Co75Si20,CRA
C5Co80Si15,CRA
C5Co80W15,CRA
C5Co85W10,CRA
C5Co90W5,CRA
C5Cr5Fe90,CRA
C5Fe79W16,CRA
C5Fe82.5P12.5,CRA
C5Fe85P10,CRA
C5Ni70Si25,CRA
C5Ni75Si20,CRA
C5Ni80Si15,CRA
C5Ni85Si10,CRA
C5Ni90Si5,CRA
C6Fe82W12,CRA
C6Fe86W8,CRA
C6Fe90W4,CRA
C7.5Co77.5W15,CRA
C7.5Co82.5W10,CRA
C7.5Co85W7.5,CRA
C7.5Fe82.5P10,CRA
C7.5Fe85P7.5,CRA
C7Fe79W14,CRA
C8Cr20Fe72,CRA
C8Cr40Fe52,CRA
C8Mo20Ni72,CRA
C8Mo28Ni64,CRA
Ca5Cu10Mg85,CRA
Ca5Cu5Mg90,CRA
Ca5Mg85Zn10,CRA
Ca5Mg90Zn5,CRA
Ca7.5Mg82.5Zn10,CRA
Ca7.5Mg87.5Zn5,CRA
Ce10Cu5Mg85,CRA
Ce15Cu10Mg75,CRA
Ce15Cu25Mg60,CRA
Ce15Cu5Mg80,CRA
Ce20Cu10Mg70,CRA
Ce20Cu15Mg65,CRA
Ce20Cu20Mg60,CRA
Ce20Cu25Mg55,CRA
Ce20Cu5Mg75,CRA
Ce20Mg40Ni40,CRA
Ce20Mg70Ni10,CRA
Ce25Cu25Mg50,CRA
Ce30Mg40Ni30,CRA
Ce5Cu5Mg90,CRA
Ce5Mg90Ni5,CRA
Co10Ni68.5P21.5,CRA
Co10Ni71P19,CRA
Co10Ni73P17,CRA
Co12.5Ni66P21.5,CRA
Co12.5Ni68.5P19,CRA
Co12.5Ni70.5P17,CRA
Co14Ni64.5P21.5,CRA
Co14Ni67P19,CRA
Co14Ni69P17,CRA
Co16Ni65P19,CRA
Co20.9Pd62.6Si16.5,CRA
Co2Ni76P22,CRA
Co2Ni81P17,CRA
Co3.5Ni74.5P22,CRA
Co3.5Ni79.5P17,CRA
Co5Ni73P22,CRA
Co5Ni78P17,CRA
Co7Ni71P22,CRA
Co7Ni76P17,CRA
Co9Ni69.5P21.5,CRA
Co9Ni74P17,CRA
Cr69.6Ni16.2P14.2,CRA
Cr70Ni10P20,CRA
Cr72.5Ni13.5P14,CRA
Cu10Hf80Ni10,CRA
Cu10La10Mg80,CRA
Cu10La40Mg50,CRA
Cu10Mg60Y30,CRA
Cu10Mg65Nd25,CRA
Cu10Mg89Y1,CRA
Cu10Ni10Ti80,CRA
Cu10Ni10Zr80,CRA
Cu10Ni40Ti50,CRA
Cu10Ni50Ti40,CRA
Cu10Ni60Ti30,CRA
Cu10Ni70Ti20,CRA
Cu10Ni80Ti10,CRA
Cu12Ni67P21,CRA
Cu13Ni37Ti50,CRA
Cu13Ni66P21,CRA
Cu13Ni67P20,CRA
Cu13Ni69P18,CRA
Cu14Ni66P20,CRA
Cu14Ni68P18,CRA
Cu15La10Mg75,CRA
Cu15La15Mg70,CRA
Cu15La30Mg55,CRA
Cu15Mg60Nd25,CRA
Cu15Mg84Y1,CRA
Cu15Ni10Ti75,CRA
Cu15Ni35Ti50,CRA
Cu15Ni5Ti80,CRA
Cu1Mg79Y20,CRA
Cu1Mg89Y10,CRA
Cu1Ni75P24,CRA
Cu1Ni83P16,CRA
Cu20Hf10Ni70,CRA
Cu20Hf75Ni5,CRA
Cu20La20Mg60,CRA
Cu20La25Mg55,CRA
Cu20La50Mg30,CRA
Cu20Mg40Nd40,CRA
Cu20Ni40Ti40,CRA
Cu20Ni50Ti30,CRA
Cu20Ni5Zr75,CRA
Cu20Ni60Ti20,CRA
Cu20Ni60Zr20,CRA
Cu20Ni70Ti10,CRA
Cu25La25Mg50,CRA
Cu26.7Pd56.8Si16.5,CRA
Cu2Ni74P24,CRA
Cu2Ni82P16,CRA
Cu30Hf10Ni60,CRA
Cu30La50Mg20,CRA
Cu30Mg30Y40,CRA
Cu30Ni40Ti30,CRA
Cu30Ni50Ti20,CRA
Cu30Ni50Zr20,CRA
Cu30Ni60Ti10,CRA
Cu31Ti41Zr28,CRA
Cu34Ti44Zr22,CRA
Cu35Ni35Ti30,CRA
Cu3Ni73P24,CRA
Cu3Ni81P16,CRA
Cu40.9Mg40.9Ca18.2,CRA
Cu40Hf10Ni50,CRA
Cu40La40Mg20,CRA
Cu40Mg20Nd40,CRA
Cu40Mg20Y40,CRA
Cu40Ni40Ti20,CRA
Cu40Ni40Zr20,CRA
Cu45.5Mg45.5Ca9.0,CRA
Cu4Ni80P16,CRA
Cu50Hf10Ni40,CRA
Cu50La30Mg20,CRA
Cu50Ni30Ti20,CRA
Cu50Ni30Zr20,CRA
Cu50Ni40Ti10,CRA
Cu54.5Mg9.1Ca36.4,CRA
Cu5Mg65Y30,CRA
Cu5Mg75Y20,CRA
Cu5Mg80Nd15,CRA
Cu5Mg90Nd5,CRA
Cu5Mg90Y5,CRA
Cu5Ni10Ti85,CRA
Cu5Ni15Ti80,CRA
Cu5Ni20Zr75,CRA
Cu5Ni45Ti50,CRA
Cu5Ni5Ti90,CRA
Cu60Hf10Ni30,CRA
Cu60Mg30Nd10,CRA
Cu60Ni20Zr20,CRA
Cu70Hf10Ni20,CRA
Cu70Hf20Ni10,CRA
Cu70Mg10Nd20,CRA
Cu70Ni10Ti20,CRA
Cu70Ni10Zr20,CRA
Cu70Ni20Ti10,CRA
Cu75Ti8Zr17,CRA
Cu80Ni10Ti10,CRA
Dy84Fe6Zr10,CRA
Fe15Pd68.5Si16.5,CRA
Fe84Gd6Zr10,CRA
Fe88Pr2Zr10,CRA
La10Mg85Ni5,CRA
La15Mg80Ni5,CRA
La20Mg70Ni10,CRA
La30Mg60Ni10,CRA
La40Mg10Ni50,CRA
La40Mg40Ni20,CRA
La50Mg20Ni30,CRA
La5Mg90Ni5,CRA
Mg10Nd30Ni60,CRA
Mg10Nd70Ni20,CRA
Mg20Nd70Ni10,CRA
Mg30Nd20Ni50,CRA
Mg30Nd60Ni10,CRA
Mg40Nd50Ni10,CRA
Mg40Ni40Y20,CRA
Mg50Nd10Ni40,CRA
Mg50Nd40Ni10,CRA
Mg50Ni40Y10,CRA
Mg70Ni10Y20,CRA
Mg77.5Mn10Y12.5,CRA
Mg80Mn15Y5,CRA
Mg80Nd15Ni5,CRA
Mg80Ni5Y15,CRA
Mg81Mn4Y15,CRA
Mg82.5Mn10Y7.5,CRA
Mg82Mn8Y10,CRA
Mg83Mn2Y15,CRA
Mg84.5Mn8Y7.5,CRA
Mg87.5Mn10Y2.5,CRA
Mg89.5Mn8Y2.5,CRA
Mg90.5Mn2Y7.5,CRA
Mg90Nd5Ni5,CRA
Mg90Ni5Y5,CRA
Mg93.5Mn4Y2.5,CRA
Mg93Mn2Y5,CRA
Mg95.5Mn2Y2.5,CRA
Mo35Nb45Si20,CRA
Nb10Si10Ti80,CRA
Nb20Si10Ti70,CRA
Nb30Si10Ti60,CRA
Nb30Si11Zr59,CRA
Nb30Si12Ti58,CRA
Nb30Si13Ti57,CRA
Nb30Si20Ti50,CRA
Nb30Si5Zr65,CRA
Nb30Si7Zr63,CRA
Nb30Si9Zr61,CRA
Nb40Si5Zr55,CRA
Nb40Si7Zr53,CRA
Nb47Si13Ti40,CRA
Nb47Si25Ti28,CRA
Nb50Si13Ti37,CRA
Nb50Si15Ti35,CRA
Nb50Si20Zr30,CRA
Nb50Si25Ti25,CRA
Nb55Si20V25,CRA
Nb65Si20Ta15,CRA
Nb65Si20W15,CRA
Ni10Si20Ti70,CRA
Ni10Si5Ti85,CRA
Ni15Si20Ti65,CRA
Ni15Si5Ti80,CRA
Ni20Si20Ti60,CRA
Ni25Si20Ti55,CRA
Ni30Si30Ti40,CRA
Ni30Si40Ti30,CRA
Ni32P20Pt48,CRA
Ni40Si30Ti30,CRA
Ni45Si10Ti45,CRA
Ni45Si5Ti50,CRA
Ni50Si20Ti30,CRA
Ni50Si30Ti20,CRA
Ni50Si5Ti45,CRA
Ni58.5Pd25Si16.5,CRA
Ni5Si10Ti85,CRA
Ni5Si20Ti75,CRA
Ni60P25Pt15,CRA
Ni72P20Pt8,CRA
Pd76.8Rh6.7Si16.5,CRA
Si10Ti70V20,CRA
Si10Ti85V5,CRA
Si15Ti50V35,CRA
Si20Ti60V20,CRA
Si82Ti8Zr10,CRA
Si84Ti6Zr10,CRA
Si86Ti4Zr10,CRA
Si88Ti2Zr10,CRA
Al13La87,RMG
Al20La80,RMG
Al25Tb75,RMG
Al30Ca70,RMG
Al30La70,RMG
Al40Ca60,RMG
Al40Gd60,RMG
Al40La60,RMG
Al45Gd55,RMG
Al50Gd50,RMG
Al50La50,RMG
Al55Gd45,RMG
Al55La45,RMG
Al57La43,RMG
Al84Sm16,RMG
Al85Y15,RMG
Al86La14,RMG
Al86Nd14,RMG
Al86Sm14,RMG
Al86Y14,RMG
Al87Ce13,RMG
Al87Y13,RMG
Al88Ce12,RMG
Al88Gd12,RMG
Al88Nd12,RMG
Al88Sm12,RMG
Al88Y12,RMG
Al89Ca11,RMG
Al89Ce11,RMG
Al89Y11,RMG
Al90Ca10,RMG
Al90Ce10,RMG
Al90Gd10,RMG
Al90La10,RMG
Al90Nd10,RMG
Al90Sm10,RMG
Al90Y10,RMG
Al91Ca9,RMG
Al91Ce9,RMG
Al92Ce8,RMG
Al92Gd8,RMG
Al92La8,RMG
Al92Nd8,RMG
Al92Sm8,RMG
Al92Y8,RMG
Al93Ce7,RMG
Al91Y9,RMG
Au25Gd75,RMG
B11Co89,RMG
B12Co88,RMG
B12Fe88,RMG
B13Fe87,RMG
B14Fe86,RMG
B15Fe85,RMG
B16Co84,RMG
B16Fe84,RMG
B17.5Fe82.5,RMG
B17Co83,RMG
B18.5Co81.5,RMG
B18.5Fe81.5,RMG
B18.5Ni81.5,RMG
B18Co82,RMG
B18Fe82,RMG
B18Ni82,RMG
B19Fe81,RMG
B20Co80,RMG
B20Fe80,RMG
B22.5Fe77.5,RMG
B22Co78,RMG
B22Fe78,RMG
B24Co76,RMG
B25Co75,RMG
B25Fe75,RMG
B26Co74,RMG
B28Co72,RMG
B28Ni72,RMG
B29Co71,RMG
B30Co70,RMG
B30Ni70,RMG
B32Co68,RMG
B34Co66,RMG
B34Ni66,RMG
B35Co65,RMG
B36Co64,RMG
B38Co62,RMG
B38Ni62,RMG
B40Co60,RMG
B40Ni60,RMG
B41Co59,RMG
B42Ni58,RMG
B9Fe91,RMG
Be30Zr70,RMG
Be32.5Zr67.5,RMG
Be35Zr65,RMG
Be37.5Ti62.5,RMG
Be37Ti63,RMG
Be38Ti62,RMG
Be39Ti61,RMG
Be40Ti60,RMG
Be40Zr60,RMG
Be41Ti59,RMG
Be45Zr55,RMG
Be50Zr50,RMG
Ca60Mg40,RMG
Ca70Cu30,RMG
Ca70Mg30,RMG
Co30Zr70,RMG
Co33Hf67,RMG
Co33Zr67,RMG
Co55Zr45,RMG
Co84Zr16,RMG
Co90Zr10,RMG
Co91Zr9,RMG
Cu20Mg80,RMG
Cu27La73,RMG
Cu30Hf70,RMG
Cu30Mg70,RMG
Cu30Zr70,RMG
Cu33Zr67,RMG
Cu35Ti65,RMG
Cu37.5La62.5,RMG
Cu37La63,RMG
Cu40Hf60,RMG
Cu40Mg60,RMG
Cu40Ti60,RMG
Cu40Y60,RMG
Cu40Zr60,RMG
Cu45Ti55,RMG
Cu50Hf50,RMG
Cu50Ti50,RMG
Cu55Ti45,RMG
Cu56Zr44,RMG
Cu60Hf40,RMG
Cu60Ti40,RMG
Cu60Zr40,RMG
Cu62Zr38,RMG
Cu65Zr35,RMG
Cu70Hf30,RMG
Cu70Ti30,RMG
Cu70Zr30,RMG
Cu73Ti27,RMG
Fe24Zr76,RMG
Fe25Sc75,RMG
Fe30Zr70,RMG
Fe33Zr67,RMG
Fe40Nd60,RMG
Fe50Nd50,RMG
Fe50Ni50,RMG
Fe60Nd40,RMG
Fe67Nd33,RMG
Fe75Nd25,RMG
Fe79Nd21,RMG
Fe80Nd20,RMG
Fe80P20,RMG
Fe82Nd18,RMG
Fe85Nd15,RMG
Fe88Zr12,RMG
Fe89Nd11,RMG
Fe89Zr11,RMG
Fe90Sc10,RMG
Fe90Zr10,RMG
Fe91Zr9,RMG
Fe92Zr8,RMG
Gd56Si44,RMG
Ge13Zr87,RMG
Ge15Zr85,RMG
Ge17Zr83,RMG
Ge21Pd79,RMG
Hf30Ni70,RMG
Hf40Ni60,RMG
Hf50Ni50,RMG
Hf60Ni40,RMG
Hf67Ni33,RMG
Hf70Ni30,RMG
Hf85Si15,RMG
La48Ni52,RMG
La60Ni40,RMG
La70Ni30,RMG
La80Ni20,RMG
Mg60Zn40,RMG
Mg65Zn35,RMG
Mg70Zn30,RMG
Mg75Zn25,RMG
Mg80Ni20,RMG
Mg84Y16,RMG
Mg85Ni15,RMG
Mg85Y15,RMG
Mg90Ni10,RMG
Mn90Zr10,RMG
Nb60Ni40,RMG
Nb77Si23,RMG
Nb80Si20,RMG
Nb85Si15,RMG
Nd60Ni40,RMG
Nd70Ni30,RMG
Ni18Zr82,RMG
Ni20Pd80,RMG
Ni20Zr80,RMG
Ni28Zr72,RMG
Ni30Ti70,RMG
Ni30Zr70,RMG
Ni33Ti67,RMG
Ni33Zr67,RMG
Ni35Ti65,RMG
Ni36Zr64,RMG
Ni40Ti60,RMG
Ni40Zr60,RMG
Ni45Ti55,RMG
Ni50Pd50,RMG
Ni50Ta50,RMG
Ni60Ta40,RMG
Ni60Ti40,RMG
Ni60Zr40,RMG
Ni63Zr37,RMG
Ni65Ta35,RMG
Ni65Zr35,RMG
Ni67Zr33,RMG
Ni68Zr32,RMG
Ni70Ta30,RMG
Ni70Zr30,RMG
Ni80Ta20,RMG
Ni81.5P18.5,RMG
Ni81P19,RMG
Ni82P18,RMG
Ni90Ta10,RMG
Ni90Zr10,RMG
P19Pd81,RMG
Pd78Si22,RMG
Pd79Si21,RMG
Pd82.4Si17.6,RMG
Pd83.5Si16.5,RMG
Pd84Si16,RMG
Pd85Si15,RMG
Si13Ti87,RMG
Si13Zr87,RMG
Si15Ti85,RMG
Si15Zr85,RMG
Si17Zr83,RMG
Si20Ti80,RMG
Si22Ti78,RMG
Si80Ti20,RMG
Si85Ti15,RMG
Ti15Zr85,RMG
Ti20Zr80,RMG
Ti22Zr78,RMG
(Fe50Ni50)83B17,RMG
Ag1.7Pd81.8Si16.5,RMG
Ag10.5Cu81.5P8,RMG
Ag10.5Cu81.9P7.6,RMG
Ag10.5Cu82.5P7,RMG
Ag10Ce10Cu80,RMG
Ag10Ce6Cu84,RMG
Ag10Mg60Y30,RMG
Ag10Mg70Y20,RMG
Ag10Mg80Y10,RMG
Ag10Pd73.5Si16.5,RMG
Ag12.2Cu80.3P7.5,RMG
Ag12.2Cu80.8P7,RMG
Ag12.5Pd71Si16.5,RMG
Ag15Al10Mg75,RMG
Ag15Ce6Cu79,RMG
Ag15Mg80Y5,RMG
Ag15Pd68.5Si16.5,RMG
Ag20Al25La55,RMG
Ag20Ce10Cu70,RMG
Ag20Ce6Cu74,RMG
Ag20Mg30Y50,RMG
Ag20Mg40Y40,RMG
Ag20Mg50Y30,RMG
Ag20Mg60Y20,RMG
Ag20Mg70Y10,RMG
Ag25Al10Mg65,RMG
Ag25Al20Mg55,RMG
Ag25Ce6Cu69,RMG
Ag25Mg60Y15,RMG
Ag25Mg65Y10,RMG
Ag25Mg70Y5,RMG
Ag28Cu30Fe42,RMG
Ag29Cu30Fe41,RMG
Ag30Ce10Cu60,RMG
Ag30Ce6Cu64,RMG
Ag30Cu30Fe40,RMG
Ag30Mg30Y40,RMG
Ag30Mg40Y30,RMG
Ag30Mg50Y20,RMG
Ag30Mg55Y15,RMG
Ag30Mg60Y10,RMG
Ag35Al10Mg55,RMG
Ag35Al20Mg45,RMG
Ag35Ce4Cu61,RMG
Ag35Ce5Cu60,RMG
Ag35Ce6Cu59,RMG
Ag35Cu35Mg30,RMG
Ag37.5Cu37.5Ge25,RMG
Ag38.75Cu38.75Ge22.5,RMG
Ag38Cu22Fe40,RMG
Ag4.2Pd79.3Si16.5,RMG
Ag4.5Pd75.5Si20,RMG
Ag4.5Pd79Si16.5,RMG
Ag40Ce10Cu50,RMG
Ag40Ce3Cu57,RMG
Ag40Ce4Cu56,RMG
Ag40Ce5Cu55,RMG
Ag40Ce8Cu52,RMG
Ag40Cu40Ge20,RMG
Ag40Mg30Y30,RMG
Ag40Mg40Y20,RMG
Ag40Mg50Y10,RMG
Ag41Cu23Fe36,RMG
Ag45Al20Mg35,RMG
Ag45Ce3Cu52,RMG
Ag45Ce4Cu51,RMG
Ag45Ce5Cu50,RMG
Ag46Cu12Fe42,RMG
Ag4Pd79.5Si16.5,RMG
Ag5.5Pd78Si16.5,RMG
Ag50Ce10Cu40,RMG
Ag50Ce3Cu47,RMG
Ag50Ce4Cu46,RMG
Ag50Ce5Cu45,RMG
Ag50Mg30Y20,RMG
Ag55Ce5Cu40,RMG
Ag55Ce6Cu39,RMG
Ag55Ce8Cu37,RMG
Ag5Mg80Y15,RMG
Ag5Pd77Si18,RMG
Ag5Pd79Si16,RMG
Ag6.7Pd76.8Si16.5,RMG
Ag6Pd77.5Si16.5,RMG
Ag7.1Cu85.2P7.7,RMG
Ag7.5Cu85.5P7,RMG
Ag8.5Pd75Si16.5,RMG
Ag8.9Cu83.5P7.6,RMG
Ag9Cu82.8P8.2,RMG
Ag9Cu84P7,RMG
Al0.018Fe89.982Zr10,RMG
Al0.036Fe89.964Zr10,RMG
Al0.054Fe89.946Zr10,RMG
Al0.09Fe89.91Zr10,RMG
Al10Ca60Ga30,RMG
Al10Ce8Cu82,RMG
Al10Cu25Hf65,RMG
Al10Cu25Ti65,RMG
Al10Cu25Zr65,RMG
Al10Cu30La60,RMG
Al10Cu30Ti60,RMG
Al10Cu35Ti55,RMG
Al10Cu36Y54,RMG
Al10Cu50Ti40,RMG
Al10Cu60Ti30,RMG
Al10Cu82Nd8,RMG
Al10Hf65Ni25,RMG
Al10La30Ni60,RMG
Al10La35Ni55,RMG
Al10La40Ni50,RMG
Al10La45Ni45,RMG
Al10La50Ni40,RMG
Al10La55Ni35,RMG
Al10La60Ni30,RMG
Al10La65Ni25,RMG
Al10La70Ni20,RMG
Al10La75Ni15,RMG
